"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"aplikasi nya cuma 100m, biasa la indo bro😅😅","0","0","2025-02-14T12:21:07.000Z","ryo0081","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6938318881418462209","7471248757356069640","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4cf7553f16032ba1d939c2a6d3a6bc97~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=79a80d02&x-expires=1764061200&x-signature=FhUyzx5D1w0etu1xS21aW40DDk4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"yg gini hrsnya yg JD stapsus .baru bisa kerja dgn bener.yg dipilih malah yg ga ada qualitasnya😏","0","0","2025-02-14T12:13:06.000Z","nenijulie","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6874366433985266689","7471246663865893648","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d25257b7e6c0510f5159fcf335597e80~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8c55581b&x-expires=1764061200&x-signature=q7Vr%2FxCGgzEPIG9xyhdYhEfQyPU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"daftar aja memuat ulang terus 😅😅","0","0","2025-02-14T12:08:36.000Z","ardh.indonesia","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7192674600735802394","7471245526298641160","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/29c63e2da41ecb6108884617f7d8a331~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=510c2eb1&x-expires=1764061200&x-signature=iRSxxCwkV0N6gCfXrG%2F7EtRfuUI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Tanpa TPU, tanpa CPU yang baik seperti ai chat, tapi 1.3t harusnya hanya chip sederhana, diketawain Elon musk dkk","0","0","2025-02-14T12:08:44.000Z","fa8722","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6794736033890108421","7471245499615822612","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/093969d27a83a74186c874495c51a9d6~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3bd66ab1&x-expires=1764061200&x-signature=v9bbPogSO7Hq4xEWXYpX5oqHlJQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"pak @Gibran Rakabuming","0","0","2025-02-14T12:04:28.000Z","itik_044","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6651193182116265986","7471244460320604936","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/45a9a1d4eae710b6e6f12fa6f49baa5b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=41f9fe89&x-expires=1764061200&x-signature=u5brfIerkTgEjB2nygbQWVIqUCo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"min @gerindra","0","0","2025-02-14T12:04:18.000Z","itik_044","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6651193182116265986","7471244411188593416","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/45a9a1d4eae710b6e6f12fa6f49baa5b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=41f9fe89&x-expires=1764061200&x-signature=u5brfIerkTgEjB2nygbQWVIqUCo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"hajarr teruss ko, kejar sampe yg ngamburin duit itu out!!","0","0","2025-02-14T12:00:57.000Z","__ipk","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6748255949947225089","7471243537884840712","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ed3d9a653b42899135a7fe8f144fcc49~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=71a07e16&x-expires=1764061200&x-signature=4DgE2SfDbcvFOY8fdJsnJHeUpL8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"aku daftar 2 jam dan bingung gunainnya gimana wey, aku pengen kaya tanpa ada masalah 😌","0","0","2025-02-14T11:58:51.000Z","megawateaa","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7009494271024235522","7471242982479725330","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7333642075856404488~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=902cc0a9&x-expires=1764061200&x-signature=aVhhqU1i3AI8CCqC8jJypiUUGfE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"IKD aja mau print kk barcode nya ga kebaca…","0","0","2025-02-14T11:57:53.000Z","epihyulia","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6962510075085194241","7471242759450919688","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0108153e52ea27871c05176f7d51f96b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=0dad42f0&x-expires=1764061200&x-signature=bUAdr8g8nMHIBZ1NkL7d%2Bmvalec%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"sistem busuk masa pake ngrok😹","0","0","2025-02-14T11:42:26.000Z","shanachan01","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7193597928680801306","7471238785251722002","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/91a892c06dd0d53bb3b9d419ef261f1f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7bee5a2c&x-expires=1764061200&x-signature=EIHzEPNJig9zYcgFejTJFJYaNzY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"1.3t bisa buat beli mobil f1 4 biji","0","0","2025-02-14T11:41:33.000Z","fariznariz2","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7184394641494901762","7471238496817939216","https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7184394879774392346~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=b14c682e&x-expires=1764061200&x-signature=oMq7ceETyN716u4R4nLPDiSX5fg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"coretax vs AI chat gpt","0","0","2025-02-14T11:38:32.000Z","fr1zzwldann","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7267476226369291269","7471237744364618504","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/59300a38f64615bf5919992459454235~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f8545daf&x-expires=1764061200&x-signature=8%2FR0NJPaR3cAFQWaFNnxINNv4rM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"1,3 T tapi aplikasi nya eror mulu🥲","0","0","2025-02-14T11:29:54.000Z","din.nuuuul","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6775137157248304129","7471235393574699831","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a274523d6301585122476b3170779262~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=29ed33fe&x-expires=1764061200&x-signature=yE%2FRq0hmQtkh9G1bIrz1lnC6teA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Dunia digital itu gak 100% bisa langsjng bagus, ada tahapann untuk sempurna, Mangkanya ada yg namanya pemeliharaan sistem/pembaharuan. Tujuannya kasih kenyamanan & kemudahan buat pengguna.","0","0","2025-02-14T11:26:43.000Z","arneyvarkt","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7272220107367252998","7471234730579591954","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/00e8e62986be4be1150d83c898144f9b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9876ba5a&x-expires=1764061200&x-signature=Owbw1pNzv1NySXy0VLgUIYkbuFg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"biasanya faktur pajak kak satu lembar jadi 2 lembar,,,, helppp pohon bakalan cepat punah😭😭😭","0","0","2025-02-14T11:19:48.000Z","ariiiffzz","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6868620824518788098","7471232888105599799","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7327435741481402386~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ddfa93d4&x-expires=1764061200&x-signature=stNFK9YPRsTyDPLXTLycwz0t4qY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"😭😂","0","0","2025-02-14T11:18:03.000Z","onebby0","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6916074037282800641","7471232484446814994","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/147be22eaf359cdb635996fb27347ac8~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=0f2cded6&x-expires=1764061200&x-signature=wzjLL613zH0cO%2BisdkD6bEcs0Xg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"mana pernah pemerintah mengaku salah...dan komplain mrka jg ga ada guna nya..bisa jadi boomerang","0","0","2025-02-14T10:56:33.000Z","pinkmarigold","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6906410196513702913","7471226793338602295","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/862c0cfbab668105eebffa708a36db7f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4ebe5d50&x-expires=1764061200&x-signature=ICZrhp7i8noa0Zc4UMWJSwx9wvU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"dan yup ga di pecat wkwk","0","0","2025-02-14T10:47:27.000Z","123123apahayo","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7436987343082685495","7471224597662057234","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/232d66e6ae383c50a8a4f729fcbb5fd4~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7eaf156a&x-expires=1764061200&x-signature=5O9bqvl%2B3oBAUm%2BTvCCsx4ZcSTA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Fakta ko 😂🙏🏻","0","0","2025-02-14T10:19:22.000Z","vischacuuu","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6715726344342635522","7471217370976649991","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/108d5b9d4bc7a5c839261e022729c332~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=72820765&x-expires=1764061200&x-signature=U7RhtdX860%2BlCAc%2B5CEebt1%2BVRk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"kabur aja","0","0","2025-02-14T10:18:26.000Z","lost_from_light_8338","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6959766520168334341","7471217130546103047","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a53b2c0651140d868df4f2a2802873be~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7a8ff2c2&x-expires=1764061200&x-signature=vRr%2FmVdV%2Fhlep5eFvuUbbqO6GsA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"semoga pembaruan yang dilakukan dapat kembali efesien lagi yaa","0","0","2025-02-14T10:09:02.000Z","mamansaka8","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7444062697803695120","7471214699716969224","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b46ffb259c54610607509983d381c661~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4ed68cab&x-expires=1764061200&x-signature=WUKCuO9QgBGt6%2BrfqqROSgJe1ow%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"tentunya pembaruan yang dilakukan semoga dapat bisa lebih baik lagi demi masyarakat","0","0","2025-02-14T10:07:30.000Z","zikrilaaji","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7439211147298194440","7471214322094555922","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e58038df33c6b7c78dc7a25edb39cbe3~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=bed9d287&x-expires=1764061200&x-signature=elgPHrf9DqELzpjqvyDv59KrLt0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"tentunya pembaruan sistem pajak ini pasti bakal lebih mudah demi kesejahteraan bersama","0","0","2025-02-14T10:05:03.000Z","hakim.putra042","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7268271466779509765","7471213686125069063","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/77a04d65418c300a7a65e800e7bccb7a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ecdca261&x-expires=1764061200&x-signature=irTtSH13mFohQArq%2B0LUdgtNAJI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"koh apa baru nyadar segala aplikasi pemerintah dikit2 404 ato ga ""mantenan"" mentokenya ""tomcat""","0","0","2025-02-14T10:04:18.000Z","cake_strobery","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6831390791426065410","7471213415600603909","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/056f1449cc058b5c366df57c24b6ad93~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ba881cf5&x-expires=1764061200&x-signature=gQ61fYxr%2BvbRHrxIM7BLXAeh0wM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"aku dengan kesabaranku yg setipis tisu bergelut dengan coretax😭","0","0","2025-02-14T09:48:21.000Z","anjunnnn_","https://www.tiktok.com/@raymondchins/video/7470807249930226999","79179404722","7471209365639824148","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/33f1944a0d1d97cd6b66ca30f9e6ed1f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4f25e7df&x-expires=1764061200&x-signature=QczNp%2FTpn0xd7GwEza8Mv6QGEyM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"emang gaada tahap uji coba nya ya? seharusnya dengan duit segitu banyaknya bisa buat server skala global loh, harusnya pemerintah lebih transparan sih soal penggunaan dana nya","0","0","2025-02-14T09:39:38.000Z","cifuya_gt","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7302415923376882689","7471207124476281608","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/97b3e635601a38b57b7f84fab59551a8~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3c93e883&x-expires=1764061200&x-signature=2ywa%2FnCd3qeWDcaVj9uPH%2B85flI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Dengan adanya sistem pajak yg dikelola dengan baik dan pembaharuan, proses lapor jg akan lebih mudah demi kesejahteraan bersama jg nantinya","0","0","2025-02-14T09:27:50.000Z","agussept15","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7434417092021371922","7471204078754005778","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1c17b1d811941b3a8882c5abe96b3076~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=bf21ae58&x-expires=1764061200&x-signature=Ew01wLDon1BBu54JSS7hZ9ewri8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Memang bener coretax jadi inovasi banget agar pembayaran pajak lebih mudah dan transparan","0","0","2025-02-14T09:25:36.000Z","sisaepull","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7434420325817336839","7471203505929126663","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/162e5a8d83c2b2544beb479d837b62a8~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9067567c&x-expires=1764061200&x-signature=wh4PJNt864gsq2qWUqJvlWOeGRg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"wkwk saya juga ngerasain susahnya make coretax","0","0","2025-02-14T14:53:40.000Z","cumanpadlii","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7080172122665108506","7471287987956450053","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6c703e68246f0977d4b9c6e90f6e45c1~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8ec616cc&x-expires=1764061200&x-signature=BhaELFYEhE%2Fy3awQZMUSiUYWzE0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"bikin satu faktur pjk keluaran pagi kelar sore😁","0","0","2025-02-14T14:52:03.000Z","rafdandino","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6930237295820751874","7471287610465403649","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ff18e4ccc65b73830df75fcd0c1384a3~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=04380378&x-expires=1764061200&x-signature=toFJbtUZI9j6QSKqEg4PrRJycRc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"kpk mana nih? ini indikasinya terang banget nih","0","0","2025-02-14T14:48:55.000Z","inscure010","https://www.tiktok.com/@raymondchins/video/7470807249930226999","1690176091476018","7471286827145675528","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4af470f9a4e27577445bdea709364c12~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ed8cadcf&x-expires=1764061200&x-signature=00qvGB%2BFclfNCCLgboYNIeotXGg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"SETUJUU BANGETT SAMA INII @Esti Roifa S","0","0","2025-02-14T14:30:05.000Z","sugaborahaee","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7164004427295966234","7471281960331215624","https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/e1b892a5f57ad2ecb1648aefdbbe5525~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=c9a01963&x-expires=1764061200&x-signature=gXmO14%2BTrfI7SIWLN46wH48XowM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Capekk bgt asli gue sama coretax😭 sampe sakit2 lembur mulu nih grgr program kocak 😭😭","0","0","2025-02-14T14:20:01.000Z","irbahnauval27","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6603852872554430466","7471279383274652434","https://p77-sign-va-lite.tiktokcdn.com/tos-maliva-avt-0068/c5260b34e02db7566f237f72b5b564bc~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=2f651782&x-expires=1764061200&x-signature=1cr1lnY5Gob51d7Q%2B0jr%2BGHgZYI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"s","0","0","2025-02-14T14:18:04.000Z","kangungie","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7051163055493252097","7471278857846129415","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7326474820244881410~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=76356fd0&x-expires=1764061200&x-signature=7w6RJM5hoKNXeTcMhnSMDOb1YG8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"◽️Jordaraya VPN Store◽️▰▰▰▰▰▰▰▰▰▰
Tembak XL  :
🌐 SUPERMINI
AREA 1 = 13 - 15 GB
AREA 2 = 15 - 17 GB
AREA 3 = 20 - 22 GB
AREA 4 = 30 - 32 GB
Harga 50K
🌐 MINI
AREA 1 : 31.75 - 33.75 GB
AREA 2 : 33.75 - 35.75 GB
AREA 3 : 38.75 - 40.75 GB
AREA 4 : 48.75 - 50.75 GB
Harga 60K
🌐 BIG
AREA 1 : 38 GB - 40 GB
AREA 2 : 40 GB - 42 GB
AREA 3 : 45 GB - 47 GB
AREA 4 : 55 GB - 57 GB
Harga 70K
🌐 SUPERBIG
Area 1 = 25-27GB
Area 2 = 30-32GB
Area 3 = 43-45GB
Area 4 = 83-85GB
Harga 65K
🌐 LITE
AREA 1 = 50.5 - 52.5 GB
AREA 2 = 52.5 - 54.5 GB
AREA 3 = 57.5 - 59.5 GB
AREA 4 = 67.5 - 69.5 GB
Harga 75K
🌐 AKRAB JUMBO
Area 1 = 65 GB
Area 2 = 70 GB
Area 3 = 83 GB
Area 4 = 123 GB
Harga 90K
Notes
-Selalu tanyakan ketersediaan produk
-Officiall/Resmi
-Proses sesuai antrian
-Masa aktif 28-30hari
 🌐 Xtra Combo 5GB+VIP Double YouTube 10GB OFFICIAL
- NO OTP
- Cocok Buat Inject Pengganti BIZ Unli ( Bug Mirip)
HARGA : 80K
🌐 Xtra Combo Plus 10GB Unli
- Pakai OTP
- Bisa Gandeng Addon XCP
- Abaikan FUP Kuota Harian Aplikasi Produktivitas 20 GB. Tetap Unlimited walaupun sudah lewat 20GB
- Cocok Buat Inject Pengganti BIZ Unli ( Bug Mirip)
HARGA : 80K
🌐 Xtra Combo Special 8 GB / 14GB
- Pakai OTP
- Bisa Gandeng Add On My XL
Harga : 30K (8GB) / 40K (14GB)
🌐 XCS + MULTI ADDON UNLIMITED JOS🔥
- Proses memakan waktu 1jam
Harga : Rp. 49.000
LIST PAKETAN :
• XCS
• Unlimited WLG { pasti dapat }
• Unlimited WLG, FACEBOOK { pasti dapat }
• Unlimited WLG, FACEBOOK IG { pasti dapat }
• Unlimited WLG, FACEBOOK IG YT { pasti dapat }
• YOUTUBE { Hoki-Hokian }
• TIKTOK { Hoki - Hokian }
• NETFLIX { Hoki - Hokian }
• VIU { Hoki - Hokian }
• JOOX { Hoki-Hokian }
NOTE :
Harus kartu XL yang fresh ( tidak ada paket xcs/xcp lain yg aktif)
🌐 Addon Xtra Combo Lite M & S
➡️Harga : 15K
- Tanpa Pulsa,  Terima Jadi
- Pilih Salah Satu :
  ➨Iflix, Facebook, Instagram 190GB           
  ➨YouTube, Facebook, Instagram 190GB
  ➨Vidio, Facebook, Instagram 190GB
  ➨Netflix, Facebook, Instagram 190GB
  ➨Viu, Facebook, Instagram 190GB
🌐 Xtra Combo Plus
- Pakai OTP
- Terima Jadi
➨ Xtra Combo Plus 0KB : 8K 🔥
- COCOK GANDENG ADDON
- KHUSUS KARTU UNDER 6 BULAN
➨ Xtra Combo Plus 5GB : 40K
🌐 Addon XCP/VIP
- Pakai OTP
   ➨ Youtube 7GB : 2K
   ➨ Youtube 15GB : 7K
   ➨Tiktok 15GB : 7K
   ➨Instagram 15GB : 7K
   ➨YouTube 15GB : 7K
   ➨WhatsApp 15GB : 7K
   ➨Facebook 15 GB  : 7K
🌐 Xtra Combo Flex S
- Pakai OTP
➨ 1 Bulan : 25K
🌐 Unlimited Turbo No Gandeng
- Pakai OTP
➨ Vidio : 30K
🌐 Masa aktif selama 1 tahun : 15K
- Masa aktif akan diperpanjang setiap bulan, tidak langsung dapat 1 tahun (12 bulan).
- Tidak dapat diakumulasi.
Syarat & Ketentuan
• KOUTA OFFICIAL ( RESMI ) & UNOFFICIAL
• SEDIA DOR NO OTP & OTP
• NO GARANSI NO REFUND ( KECUALI OFFICIAL BERGARANSI )
• MEMBELI = PAHAMAN 
• MEMBELI = SETUJU
• HARGA DAPAT BERUBAH SEWAKTU - WAKTU
✆ Order
@Jordaraya","0","0","2025-02-14T14:15:41.000Z","yangdipertoanagongkan","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6963552855191208961","7471278157217645317","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/966dee05c17bcfe5432d62b5636e6f1e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=159120c8&x-expires=1764061200&x-signature=XqQCzSmZLxcEjfaUkZFB38MtfG0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"""saya rasa bukan sistem yg salah"" dengan membawa psikolog ke pegawenya🗿","0","0","2025-02-14T14:13:19.000Z","norinoodle13","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6919093652661765121","7471277660057453319","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/94e87339d79c7b55ad50ccbd82c999c8~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=2658a2e2&x-expires=1764061200&x-signature=1hQEhCiyiBXp7%2BVaICGRZsKUNdw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"audit aja ko","0","0","2025-02-14T14:06:16.000Z","nanang25270","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7144758341556929538","7471275852586304263","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=23547962&x-expires=1764061200&x-signature=K5cDyVnCISJfJjnCkUhf2hrg1LA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"#REVOLUSINKRI
Robohkan kekuasaan jahat wowok fufufafa....","0","0","2025-02-14T13:43:37.000Z","wongnetralmen","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7465893618193237010","7471270012452832008","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1e6042a23634fa1dcac6582feb2c1ada~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e461507b&x-expires=1764061200&x-signature=%2Fkw%2B%2BN2g0%2FEjG4%2FNc%2FHsCrCOZSE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"wkwk aku pun kalo web bisa langsung gercepp mintain invc temen temen biar sekalian aku input, kasian soalnya di buruburu sama klien😭","0","0","2025-02-14T13:35:47.000Z","syasya.lee_","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6813769477944853505","7471267898775536389","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/19fd85a31acc2318b5b67cc5b544538d~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e7c32796&x-expires=1764061200&x-signature=C69cftXI02jSW%2BdBqZQC85E7ijE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"20% utk yg bikin sisanya utk yg nyuruh bikin 😂😂😂😂😂😂😂😂😂🤭🤭🤭","0","0","2025-02-14T13:35:11.000Z","juraganunggas","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6825954307872769025","7471267820657214215","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9130c8a0eceab3c4d19850f80d8b9297~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=c9caa744&x-expires=1764061200&x-signature=I1ZZTO0M7FpfLCiQTKLDXVCUl9A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"gara"" coretax krjaan jdi numpuk😭😭😭","0","0","2025-02-14T13:28:33.000Z","xxxwwyyy","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7453809044269564933","7471266060688704311","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c350df49d85e261266905c3c29ed899b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6d62e187&x-expires=1764061200&x-signature=%2B7iCBWUV8HNse7I3%2FsYoEXqMaPU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
